psnr,ssim,dist
0.033048,0.128124,0.454505
0.115537,0.769807,0.102635
0.056874,0.440432,0.256570
0.044575,0.298414,0.334844
0.036433,0.181771,0.400096
0.033138,0.125234,0.448563
0.436371,0.969174,0.168224
0.341896,0.856282,0.317576
0.300580,0.730003,0.353674
0.260632,0.544548,0.411049
0.236493,0.405238,0.444952
0.160496,0.934570,0.044371
0.088064,0.782030,0.197268
0.069097,0.678123,0.266549
0.055846,0.564737,0.350242
0.044907,0.418322,0.456639
0.076114,0.738817,0.242353
0.054730,0.629917,0.342326
0.041293,0.537081,0.420075
0.035014,0.374789,0.539495
0.028785,0.254042,0.606080
0.036611,0.904597,0.013530
0.024578,0.842707,0.037834
0.012434,0.747581,0.106088
0.010675,0.603408,0.259779
0.024958,0.430167,0.477951
0.119700,0.997241,0.004895
0.035750,0.988549,0.019232
0.032850,0.949846,0.057434
0.026099,0.746352,0.183062
0.024915,0.245346,0.494850
0.035924,0.975462,0.058342
0.062713,0.993421,0.019031
1.000000,1.000000,0.000003
0.035411,0.865785,0.044506
0.030554,0.730799,0.117853
0.103851,0.849856,0.015562
0.041077,0.805632,0.044099
0.055430,0.805719,0.096340
0.039695,0.716881,0.319887
0.026294,0.615676,0.499634
0.294074,0.990574,0.029551
0.248678,0.977806,0.062038
0.215526,0.960709,0.142927
0.209837,0.956085,0.120626
0.193002,0.944494,0.132009
0.163166,0.950753,0.075661
0.153344,0.939708,0.077850
0.155879,0.940988,0.074896
0.149584,0.931541,0.080926
0.120325,0.854426,0.269607
0.082694,0.889637,0.248165
0.056166,0.864059,0.311524
0.052886,0.829371,0.338656
0.043147,0.794304,0.392859
0.039307,0.750804,0.412195
0.292452,0.985901,0.095185
0.250694,0.980676,0.118735
0.227171,0.963942,0.165804
0.203919,0.953606,0.192483
0.195861,0.941287,0.267933
0.118205,0.944388,0.186016
0.098556,0.871700,0.291670
0.089532,0.808351,0.366190
0.071965,0.655601,0.485469
0.050440,0.436284,0.588195
0.041255,0.714430,0.194666
0.033707,0.835801,0.126963
0.023666,0.947293,0.062826
0.023666,0.964951,0.075565
0.036405,0.894246,0.220075
1.000000,1.000000,0.000003
0.108552,0.969113,0.044227
0.059943,0.762320,0.216132
0.047105,0.526387,0.461339
0.036748,0.292196,0.639740
0.074850,0.889464,0.101645
0.055093,0.678926,0.266370
0.044400,0.444557,0.484044
0.040051,0.335092,0.551075
0.037069,0.275769,0.609760
1.000000,1.000000,0.000003
0.084963,0.929215,0.073548
0.059918,0.771132,0.207193
0.051973,0.652944,0.347497
0.049539,0.577761,0.453506
0.112140,0.917525,0.133872
0.043616,0.709301,0.347497
0.033235,0.601767,0.499467
0.030108,0.559350,0.540622
0.027252,0.495736,0.574065
0.139246,0.950363,0.074118
0.132896,0.931205,0.165935
0.122860,0.914420,0.286786
0.121761,0.913550,0.294790
0.125219,0.922450,0.250498
0.053725,0.820261,0.077926
0.050550,0.793476,0.091408
0.037219,0.738582,0.117625
0.032353,0.641580,0.226069
0.025288,0.527498,0.305718
0.054048,0.856513,0.242057
0.047118,0.826226,0.355010
0.047553,0.811646,0.425376
0.046602,0.797355,0.479140
0.021286,0.721258,0.498262
1.000000,1.000000,0.000003
0.057203,0.785255,0.165458
0.041131,0.676694,0.285544
0.029979,0.527150,0.420963
0.026522,0.429053,0.482978
0.070626,0.873608,0.101105
0.052046,0.766061,0.206417
0.047180,0.687712,0.309334
0.039680,0.517664,0.498260
0.033599,0.332306,0.635974
0.058809,0.828335,0.089151
0.056595,0.811257,0.096387
0.051002,0.765948,0.142574
0.036471,0.558024,0.310985
0.031455,0.432024,0.498648
0.067606,0.856489,0.058803
0.050054,0.770565,0.095907
0.042833,0.707704,0.122050
0.036263,0.617929,0.176180
0.029774,0.483375,0.252403
0.110984,0.931112,0.023499
0.052890,0.776350,0.093895
0.041038,0.671175,0.149159
0.033049,0.548229,0.216867
0.029631,0.469884,0.263440
0.436801,0.983774,0.013056
0.334526,0.918721,0.053504
0.294940,0.848002,0.110018
0.252689,0.717277,0.187445
0.229474,0.624150,0.248642
0.119942,0.938531,0.027262
0.061022,0.822950,0.097768
0.049466,0.751348,0.139086
0.040564,0.669564,0.208995
0.033644,0.541358,0.320467
0.045916,0.719087,0.225999
0.037522,0.587094,0.288622
0.033189,0.513319,0.344637
0.029618,0.398069,0.432805
0.026456,0.312212,0.528491
0.026613,0.974586,0.016231
0.017619,0.936448,0.045337
0.015483,0.840537,0.110293
0.012169,0.632136,0.286546
0.022538,0.407953,0.431936
0.113835,0.997068,0.005589
0.030273,0.987646,0.016624
0.026577,0.947585,0.046804
0.020012,0.768003,0.134904
0.018285,0.358555,0.380637
0.028567,0.961751,0.091902
0.040224,0.991088,0.030821
1.000000,1.000000,0.000003
0.041242,0.875141,0.048040
0.026609,0.792885,0.123630
0.098659,0.967882,0.018522
0.035577,0.903453,0.068044
0.030784,0.804870,0.138365
0.033846,0.542779,0.317635
0.030372,0.335528,0.490150
0.247552,0.974695,0.067146
0.209854,0.953380,0.026074
0.185022,0.924133,0.082890
0.169667,0.910278,0.085822
0.158071,0.884175,0.084112
0.069639,0.690827,0.091059
0.066924,0.668866,0.089638
0.071654,0.697710,0.129938
0.062636,0.632878,0.135987
0.046154,0.400767,0.320896
0.076610,0.951429,0.026128
0.053967,0.929335,0.036240
0.045862,0.900931,0.059813
0.039450,0.853388,0.090049
0.032025,0.768792,0.158900
0.290681,0.987865,0.090697
0.249359,0.978689,0.187822
0.223323,0.962505,0.187655
0.210450,0.951255,0.220503
0.192978,0.934622,0.237908
0.042320,0.796631,0.180461
0.031120,0.615556,0.280823
0.027426,0.502678,0.351889
0.024365,0.344870,0.471999
0.022927,0.248390,0.606034
0.033847,0.752174,0.187206
0.026781,0.842732,0.117112
0.016223,0.948503,0.051704
0.016223,0.962203,0.056310
0.028992,0.863483,0.156617
1.000000,1.000000,0.000002
0.162836,0.984403,0.018814
0.105472,0.876932,0.129816
0.085397,0.742614,0.359309
0.063474,0.604710,0.626698
0.125428,0.944988,0.049318
0.099043,0.834222,0.167801
0.081222,0.692449,0.391444
0.074080,0.625688,0.510986
0.068809,0.591700,0.595545
1.000000,1.000000,0.000002
0.134201,0.951522,0.034714
0.126593,0.923964,0.130370
0.099631,0.829301,0.209291
0.086352,0.750461,0.358177
0.147113,0.967277,0.074759
0.032002,0.704856,0.344390
0.022821,0.567391,0.504722
0.020257,0.507195,0.566251
0.021097,0.445052,0.620369
0.217469,0.987803,0.018022
0.187194,0.958728,0.146033
0.176797,0.954432,0.224850
0.174409,0.956417,0.245356
0.174950,0.957841,0.214718
0.070952,0.745419,0.115449
0.070057,0.739086,0.125550
0.057773,0.657384,0.161709
0.035872,0.546133,0.216357
0.026244,0.407530,0.289656
0.051587,0.932167,0.171007
0.047274,0.893740,0.266283
0.049912,0.873105,0.322681
0.050917,0.852354,0.375889
0.025926,0.796485,0.324359
1.000000,1.000000,0.000002
0.042710,0.769676,0.234655
0.031112,0.672657,0.321847
0.022028,0.505555,0.471408
0.019087,0.399505,0.540059
0.172570,0.960967,0.051077
0.114288,0.907367,0.110457
0.097681,0.871233,0.157321
0.073891,0.760950,0.321374
0.055533,0.628338,0.540429
0.096957,0.881008,0.087896
0.093246,0.868962,0.090957
0.084239,0.836888,0.148953
0.050052,0.695849,0.455802
0.038364,0.639407,0.517010
0.065690,0.659175,0.144128
0.047891,0.519403,0.197303
0.041081,0.437718,0.224737
0.034396,0.342363,0.279891
0.027930,0.230025,0.355168
0.108608,0.823691,0.087600
0.050895,0.541715,0.179822
0.038957,0.407250,0.238701
0.030930,0.284525,0.314831
0.027557,0.223950,0.354090
0.429593,0.972658,0.071755
0.332092,0.866405,0.163809
0.290839,0.748039,0.196720
0.249960,0.570873,0.266444
0.226564,0.442446,0.315768
0.118572,0.858877,0.055348
0.055408,0.630707,0.152744
0.042665,0.508390,0.197070
0.033275,0.387830,0.265631
0.026007,0.243036,0.373205
0.082238,0.801000,0.181043
0.061983,0.683639,0.284270
0.046084,0.599099,0.391409
0.036144,0.408366,0.517111
0.033595,0.272104,0.629683
0.015722,0.992083,0.011768
0.018500,0.972100,0.033222
0.018239,0.906778,0.081556
0.010384,0.765623,0.185140
0.029011,0.588808,0.338098
0.103657,0.997709,0.005952
0.019243,0.990639,0.015711
0.022043,0.961054,0.049285
0.018582,0.816972,0.143041
0.014364,0.349578,0.392257
0.019951,0.970921,0.039140
0.034299,0.991883,0.017660
1.000000,1.000000,0.000002
0.035012,0.968465,0.028639
0.021569,0.879614,0.094463
0.127400,0.991646,0.012008
0.078893,0.973138,0.037197
0.043612,0.913892,0.121297
0.043325,0.761264,0.343315
0.039604,0.627464,0.571731
0.288972,0.987452,0.016401
0.249421,0.973716,0.082304
0.218559,0.955095,0.086033
0.201164,0.938826,0.094132
0.190740,0.930458,0.157811
0.123169,0.861461,0.068788
0.105005,0.788208,0.105128
0.109031,0.798072,0.101969
0.107469,0.807301,0.122033
0.085596,0.657276,0.280766
0.076271,0.931145,0.092986
0.052065,0.913290,0.114456
0.044215,0.892838,0.129876
0.035818,0.868337,0.188104
0.027058,0.817281,0.237752
0.288039,0.988337,0.046535
0.247388,0.977727,0.127731
0.231052,0.971300,0.198008
0.210892,0.958525,0.221739
0.193754,0.948058,0.228053
0.079233,0.886651,0.159444
0.061005,0.753405,0.256257
0.052687,0.651133,0.320474
0.040844,0.457595,0.415112
0.030625,0.270923,0.511214
0.037252,0.847418,0.160034
0.025077,0.924841,0.103345
0.012316,0.975678,0.050745
0.012316,0.977657,0.054836
0.032339,0.913440,0.149607
1.000000,1.000000,0.000003
0.140226,0.980996,0.024867
0.062998,0.849371,0.146511
0.043821,0.697015,0.355466
0.037634,0.555002,0.651849
0.092897,0.931492,0.062302
0.057266,0.794962,0.178879
0.043976,0.642984,0.387680
0.039763,0.577223,0.515624
0.038258,0.544581,0.608305
1.000000,1.000000,0.000003
0.104486,0.954775,0.049884
0.071882,0.847251,0.157863
0.072024,0.807112,0.235389
0.050626,0.697940,0.375550
0.151510,0.972620,0.071364
0.034267,0.655111,0.416190
0.019562,0.528548,0.554317
0.020108,0.484469,0.583964
0.019424,0.421341,0.625127
0.187266,0.980509,0.026124
0.167337,0.956797,0.119137
0.160988,0.953281,0.224524
0.158771,0.950836,0.249194
0.155670,0.952313,0.264033
0.046980,0.672954,0.089635
0.043954,0.626657,0.114159
0.039271,0.567561,0.167384
0.030808,0.452478,0.226078
0.024060,0.301991,0.356564
0.054281,0.936456,0.192167
0.047616,0.906942,0.294490
0.049429,0.891436,0.352792
0.047933,0.876247,0.389609
0.026388,0.843736,0.372923
1.000000,1.000000,0.000003
0.046903,0.769082,0.222157
0.033295,0.632634,0.347587
0.020484,0.483049,0.507599
0.020190,0.403941,0.551324
0.156017,0.959629,0.051287
0.101735,0.902117,0.162936
0.089831,0.860658,0.199538
0.072890,0.735938,0.383773
0.059813,0.610258,0.572833
0.092181,0.881623,0.073089
0.089043,0.869034,0.086670
0.080274,0.830790,0.141818
0.048102,0.642726,0.461140
0.034963,0.548137,0.607654
0.065774,0.690891,0.103870
0.048060,0.556841,0.152736
0.040921,0.473896,0.188978
0.034380,0.375072,0.243824
0.027949,0.249892,0.332815
0.108379,0.842554,0.049636
0.050900,0.576332,0.141754
0.038777,0.440251,0.193808
0.031054,0.312070,0.276724
0.027739,0.243324,0.341673
0.427247,0.971417,0.054372
0.334584,0.876191,0.140122
0.289738,0.760511,0.169824
0.250023,0.591768,0.256471
0.225394,0.459594,0.325846
0.153711,0.911648,0.023776
0.079942,0.755646,0.079239
0.061490,0.665961,0.109708
0.047930,0.568889,0.159784
0.035047,0.429302,0.237116
0.072656,0.747431,0.203807
0.047033,0.621210,0.306304
0.044622,0.532405,0.364933
0.034127,0.356315,0.506500
0.032072,0.244063,0.606311
0.024239,0.984061,0.012880
0.016089,0.954159,0.031593
0.017316,0.867949,0.078220
0.010377,0.718805,0.172249
0.028218,0.548242,0.310411
0.110772,0.996215,0.004784
0.026879,0.984570,0.013498
0.019710,0.932935,0.050009
0.016314,0.684737,0.164510
0.013483,0.113900,0.489915
0.028470,0.975524,0.040221
0.054887,0.993423,0.012342
1.000000,1.000000,0.000003
0.023448,0.893201,0.053563
0.019785,0.667862,0.149556
0.073368,0.980048,0.018485
0.086269,0.968852,0.020766
0.039192,0.888541,0.095221
0.063042,0.721497,0.252922
0.033788,0.569789,0.409964
0.256081,0.979097,0.034736
0.225995,0.967078,0.036070
0.203328,0.947365,0.065305
0.197873,0.943483,0.065596
0.175118,0.917946,0.102225
0.100851,0.802616,0.056161
0.103735,0.806191,0.076745
0.108257,0.817105,0.082443
0.094307,0.763016,0.093978
0.068875,0.616204,0.202085
0.073955,0.921307,0.071240
0.048273,0.894335,0.112383
0.042004,0.852523,0.158750
0.036362,0.792665,0.211234
0.025811,0.656181,0.278494
0.284085,0.990279,0.088840
0.252976,0.983410,0.167732
0.225605,0.966084,0.195903
0.207877,0.948101,0.260561
0.193573,0.943114,0.276018
0.074927,0.877417,0.123951
0.056553,0.732872,0.211068
0.047561,0.619276,0.269094
0.034873,0.406022,0.385326
0.026031,0.222420,0.509343
0.031022,0.669163,0.181529
0.024253,0.836500,0.108501
0.010454,0.951797,0.050556
0.010454,0.967981,0.049415
0.026474,0.893202,0.136509
1.000000,1.000000,0.000003
0.081086,0.966584,0.041765
0.039614,0.733197,0.209415
0.030702,0.438006,0.427007
0.025064,0.130346,0.662872
0.051513,0.879787,0.094027
0.036045,0.635874,0.262421
0.029086,0.329321,0.455053
0.026251,0.179663,0.547765
0.025029,0.103854,0.621526
1.000000,1.000000,0.000003
0.061906,0.918315,0.086806
0.040644,0.746888,0.215920
0.034803,0.604811,0.356843
0.030901,0.422338,0.527474
0.116009,0.980936,0.091769
0.027947,0.661506,0.414547
0.021346,0.460355,0.523402
0.019476,0.396120,0.563901
0.019045,0.316847,0.650877
0.117556,0.930667,0.102227
0.112493,0.902837,0.214204
0.103940,0.868634,0.378740
0.102444,0.869220,0.394990
0.099770,0.871514,0.408525
0.053676,0.925762,0.106372
0.046982,0.913212,0.124342
0.043885,0.896497,0.155579
0.034396,0.845651,0.230409
0.031529,0.809471,0.339742
0.058556,0.959495,0.193376
0.050256,0.938374,0.292594
0.051202,0.927327,0.353689
0.049355,0.916278,0.392083
0.021016,0.880874,0.403062
1.000000,1.000000,0.000003
0.045200,0.800524,0.250670
0.030954,0.635277,0.389121
0.023127,0.476430,0.500473
0.020751,0.407990,0.554880
0.050790,0.895098,0.065406
0.037860,0.769799,0.200201
0.034290,0.702377,0.255861
0.029147,0.487360,0.475067
0.025440,0.249080,0.652521
0.046872,0.886740,0.046431
0.044677,0.872229,0.055471
0.040216,0.832626,0.091898
0.030603,0.653061,0.245151
0.027342,0.521886,0.410320
0.066080,0.944244,0.017269
0.048394,0.900190,0.041629
0.041443,0.863231,0.069399
0.034637,0.800728,0.088406
0.028257,0.690490,0.164087
0.109002,0.976745,0.007177
0.051260,0.904472,0.040027
0.039346,0.838134,0.064161
0.031340,0.742298,0.121687
0.028147,0.674157,0.146137
0.424044,0.990215,0.007837
0.330822,0.946285,0.035597
0.292520,0.907921,0.064965
0.251670,0.825042,0.102260
0.227020,0.754816,0.158398
0.133177,0.984891,0.005658
0.068488,0.941571,0.031067
0.053601,0.902221,0.048697
0.042493,0.843483,0.092761
0.032686,0.725205,0.155448
0.036144,0.782720,0.194589
0.030807,0.650176,0.296396
0.028622,0.575699,0.331178
0.025883,0.478417,0.394366
0.024313,0.412674,0.441961
0.026333,0.989987,0.011382
0.020435,0.964205,0.035152
0.016700,0.881041,0.103439
0.011708,0.696208,0.229178
0.027442,0.462862,0.420048
0.110899,0.997227,0.003450
0.026938,0.988162,0.012193
0.023390,0.949143,0.039363
0.017196,0.767189,0.123231
0.014461,0.273768,0.391709
0.026206,0.964112,0.058495
0.044549,0.991289,0.025712
1.000000,1.000000,0.000003
0.029288,0.945966,0.034526
0.023107,0.834418,0.100158
0.063111,0.980529,0.046659
0.039770,0.940955,0.077823
0.030451,0.803854,0.183691
0.024820,0.475174,0.415534
0.023984,0.236484,0.596828
0.237582,0.969421,0.041638
0.197942,0.939640,0.036121
0.176083,0.913025,0.056779
0.162459,0.891276,0.098979
0.148204,0.863164,0.104190
0.057615,0.678603,0.118646
0.053490,0.630401,0.138930
0.057291,0.657862,0.155713
0.048354,0.595652,0.126658
0.032940,0.319639,0.401943
0.072732,0.982041,0.013904
0.045686,0.972350,0.021413
0.042906,0.958371,0.027971
0.033729,0.933362,0.048022
0.028122,0.879823,0.079142
0.290158,0.987788,0.092902
0.249874,0.974333,0.234210
0.226484,0.963558,0.172855
0.207618,0.950912,0.209365
0.195969,0.939446,0.281215
0.028439,0.829886,0.192517
0.022365,0.675601,0.294272
0.020916,0.581527,0.362832
0.020247,0.452449,0.474428
0.020108,0.373794,0.590508
0.030846,0.804083,0.171810
0.024774,0.899000,0.107023
0.015428,0.967553,0.051856
0.015428,0.969595,0.064790
0.027012,0.877819,0.177397
1.000000,1.000000,0.000003
0.174052,0.992368,0.029306
0.139419,0.943032,0.115687
0.114273,0.871033,0.260877
0.081535,0.737466,0.532719
0.153695,0.973094,0.059495
0.134341,0.923198,0.136791
0.108909,0.841870,0.305004
0.093276,0.776380,0.440611
0.083076,0.728174,0.505232
1.000000,1.000000,0.000003
0.166686,0.984760,0.030805
0.143303,0.946734,0.114472
0.129486,0.913103,0.195191
0.108967,0.856320,0.324634
0.161085,0.973760,0.050753
0.023975,0.414620,0.359998
0.019813,0.328341,0.469793
0.018057,0.309587,0.504229
0.018606,0.286523,0.532136
0.221866,0.981207,0.071678
0.214190,0.971849,0.186290
0.206601,0.965181,0.253359
0.202983,0.963474,0.272778
0.200684,0.963576,0.296243
0.061815,0.678991,0.108731
0.059090,0.652965,0.114895
0.051571,0.604152,0.173910
0.046818,0.548441,0.256387
0.033154,0.408699,0.375802
0.046296,0.901951,0.228672
0.040167,0.859509,0.360836
0.042185,0.838373,0.420891
0.042062,0.817857,0.458356
0.019566,0.802310,0.449683
1.000000,1.000000,0.000003
0.034108,0.510322,0.271434
0.024307,0.399403,0.369211
0.020095,0.322459,0.454488
0.019125,0.293301,0.479133
0.228522,0.980429,0.017912
0.150969,0.957945,0.047096
0.123119,0.938273,0.071425
0.086964,0.863884,0.199263
0.051805,0.719802,0.433198
0.117038,0.924869,0.047217
0.112322,0.916604,0.045463
0.098995,0.886433,0.096495
0.052936,0.725868,0.405366
0.035443,0.609396,0.574356
0.066257,0.638649,0.113680
0.048637,0.492733,0.157436
0.041556,0.409486,0.188320
0.034833,0.314025,0.223721
0.028517,0.208870,0.286769
0.108919,0.811828,0.061291
0.051368,0.517787,0.157138
0.039467,0.379737,0.198914
0.031513,0.260987,0.268362
0.028216,0.203285,0.290241
0.428517,0.972950,0.070816
0.333161,0.873000,0.175916
0.288556,0.756304,0.204708
0.249331,0.583585,0.258648
0.225678,0.454292,0.288690
0.170519,0.953644,0.019028
0.097526,0.836119,0.082958
0.075820,0.743895,0.124659
0.058372,0.627309,0.183005
0.042524,0.452495,0.278333
0.068001,0.846935,0.136271
0.050823,0.749778,0.234168
0.041167,0.675976,0.317112
0.036695,0.510636,0.411902
0.028485,0.359011,0.505945
0.035632,0.984137,0.015600
0.020159,0.951128,0.043706
0.015695,0.859116,0.117695
0.015155,0.703913,0.236423
0.025328,0.515916,0.339535
0.122546,0.995899,0.005824
0.039068,0.983694,0.019938
0.024271,0.929256,0.057798
0.016296,0.656216,0.166989
0.014927,0.072615,0.482078
0.036759,0.974282,0.070175
0.071623,0.991907,0.031474
1.000000,1.000000,0.000003
0.026123,0.797268,0.044421
0.020964,0.548417,0.117362
0.034234,0.957134,0.030135
0.032320,0.927307,0.071682
0.022556,0.839177,0.131608
0.025437,0.797369,0.290173
0.029682,0.706116,0.477985
0.268974,0.983051,0.032613
0.230457,0.970611,0.064749
0.211436,0.961074,0.072030
0.193790,0.948388,0.115482
0.179561,0.929982,0.122352
0.139607,0.917310,0.070622
0.134983,0.905117,0.101223
0.138881,0.912126,0.109882
0.129318,0.896650,0.118176
0.100240,0.797159,0.304469
0.071607,0.884226,0.106775
0.046817,0.842631,0.157623
0.037165,0.776927,0.215815
0.031522,0.693075,0.295663
0.025438,0.570732,0.383886
0.287874,0.990531,0.040869
0.247328,0.973607,0.108962
0.227462,0.967399,0.157280
0.213065,0.952931,0.170299
0.197355,0.940025,0.256651
0.102740,0.935448,0.115014
0.079832,0.849750,0.199798
0.066928,0.766803,0.257787
0.046089,0.564457,0.364734
0.031821,0.337288,0.470482
0.030180,0.544819,0.186686
0.022944,0.760347,0.115967
0.008829,0.931855,0.054693
0.008829,0.960339,0.059250
0.026599,0.873908,0.150348
1.000000,1.000000,0.000003
0.126562,0.981654,0.040709
0.075843,0.856838,0.202385
0.058473,0.687299,0.391764
0.047251,0.506443,0.626372
0.094797,0.937045,0.090019
0.070832,0.805306,0.239165
0.056640,0.625947,0.420256
0.052309,0.540430,0.508877
0.049189,0.493195,0.590392
1.000000,1.000000,0.000003
0.118139,0.965871,0.076671
0.078368,0.862239,0.188211
0.070357,0.783284,0.329520
0.060238,0.653732,0.432718
0.158745,0.982187,0.087865
0.057268,0.893471,0.342356
0.030760,0.738343,0.640201
0.027549,0.706663,0.649782
0.023253,0.658271,0.658910
0.164393,0.968492,0.074861
0.155877,0.945198,0.167484
0.150796,0.935410,0.315381
0.148635,0.935396,0.302458
0.143522,0.927981,0.336223
0.057967,0.861513,0.108094
0.059766,0.857358,0.107768
0.049033,0.779840,0.156907
0.046086,0.704777,0.212061
0.031674,0.520054,0.297073
0.069351,0.977557,0.186191
0.056873,0.963690,0.315548
0.059487,0.955826,0.384657
0.055154,0.948130,0.427503
0.041928,0.924366,0.431552
1.000000,1.000000,0.000003
0.063219,0.948244,0.161812
0.052854,0.862752,0.282243
0.027035,0.637610,0.542216
0.027429,0.552409,0.605869
0.129810,0.956258,0.115435
0.085794,0.900238,0.240801
