psnr,ssim,dist,vsi,nlpd,SSIM,MS_SSIM,GMSD,FSIM
100,0.9999999999999992,0.0,1.0,0.0,1.0,1.0,0.0,1.0
41.489260082452375,0.9933570756715303,0.01736791308247195,0.9974980017503093,0.03277141342860935,0.9929527377784905,0.9989626291896658,0.011248075775496847,0.9972308016949354
36.93481619852437,0.9439473183737606,0.131904815017994,0.9729414195097762,0.10456489505023595,0.9396553107998346,0.9887890711013245,0.08036088406516018,0.9726330944265087
34.18236094470827,0.8452156001479979,0.3633561947859499,0.8809908655477544,0.20475381763699566,0.8383037556066789,0.9523861099645563,0.22702096160276208,0.8884545970669481
28.537165835819778,0.6730568604139273,0.5966793607291384,0.6666651199817303,0.4002622612306432,0.6865514233292461,0.8178298270544242,0.47212039755046675,0.6765483378235929
38.84337549076075,0.9773343816531529,0.04830508088765868,0.9919545484439879,0.06220700759888888,0.9756588966136488,0.9964061840503985,0.03141898007487793,0.9913731001113558
36.27126485350614,0.922770319164762,0.16878592256546016,0.9623792425735923,0.12723859004692373,0.9163226312993396,0.9839091233700207,0.10187560239856601,0.9629164741162537
33.71506529927259,0.8011310584359084,0.40412644287785704,0.836019857820651,0.24457430856710854,0.7939097611756055,0.9326304150519745,0.28652543610324266,0.8502640332504765
29.23015986660582,0.7161000990431764,0.5025444273217501,0.7120914583046692,0.3389955615524486,0.7203764198366648,0.8708821490925479,0.42601322688206483,0.7415381776825813
28.51975287760011,0.659762536534095,0.5660474422564322,0.6461750414276198,0.41264654734092543,0.6753086575240634,0.8100603805139984,0.49205170745438614,0.6678143259217593
100,0.9999999999999992,0.0,1.0,0.0,1.0,1.0,0.0,1.0
39.60717746258902,0.9824702328728415,0.028647570183445516,0.9921712188294232,0.05504020035489069,0.9815347298088792,0.9971593288379876,0.03556513855331783,0.992117432394628
36.71995515551753,0.9359441789793915,0.125375529519955,0.9642469655050255,0.11723256587902449,0.931333934959303,0.986009434498199,0.1018942665936136,0.9657678771500038
35.41238116457323,0.8885579021792408,0.22219237764418534,0.9240844667507794,0.17185831964615828,0.8809390768703329,0.9699020171416101,0.17037900160707964,0.930429678451233
33.61683986761827,0.7859583821067894,0.4041011761545868,0.78133842582711,0.27916604040672727,0.7838122212039943,0.9106032955555898,0.35807877897682644,0.8115076571727153
39.10629686891177,0.977071963997985,0.06511109391254072,0.9927546552862934,0.03158449155372358,0.9775620863743523,0.9990100844620784,0.09051879212579304,0.9969368315988563
29.123187852151595,0.6069830390590834,0.3816010452684077,0.9072087891514712,0.23671557631038562,0.6135523211959429,0.9028604297461349,0.5334327268083234,0.8585299378611356
27.841598878845197,0.4889769074462356,0.5491877089910838,0.8025460989445288,0.3407252462333357,0.49849310443281625,0.7524675206761792,0.6640175409382046,0.6945405904822317
27.717203022500012,0.44158481503938396,0.624273012635638,0.7555619126548013,0.42890009706945226,0.45235826032580995,0.6371676772099594,0.6950387329188289,0.6323323491214516
27.768144416477977,0.3746683063157478,0.7239973549610415,0.6669402954060633,0.5611464443559576,0.3884196768852052,0.4205081390667729,0.7169028808656467,0.5391317491658999
43.50769358056358,0.9846061174462871,0.08161037802204806,0.9527807848471143,0.11234426751329633,0.9836813964439557,0.9931128459291628,0.10477234222228667,0.9733842681956533
42.14402871370061,0.9677357204122122,0.19935888535053595,0.8534815945165043,0.19131607344172946,0.9688163385219728,0.9742512892467111,0.18267119103597249,0.9297643439501435
41.34424694464573,0.9625076154226394,0.2805096821628315,0.8057521750761272,0.23221535789908787,0.9645424913824374,0.9573621239246406,0.21274588223370744,0.9045530409175373
41.10579261079282,0.9637849222400224,0.30296576700439093,0.7960367072718535,0.24267388212013957,0.9651683087514216,0.9512286924833702,0.21011431311441725,0.9032560448536365
41.07398433932812,0.9633529379528064,0.31923548813715963,0.8255407983880046,0.24754682160756752,0.9653819246269983,0.9505083402280113,0.2135270689594317,0.9061833456212833
30.53833314185802,0.7838455686204803,0.08901796668889835,0.988252389930839,0.16084997776316112,0.7760631922579874,0.9775493945642622,0.07265322599306699,0.9788647259723008
30.43460798113947,0.7235067796297865,0.10361234472915666,0.9851427462426652,0.18619734159949505,0.7132150340651897,0.9701369099055153,0.08035256344068825,0.9721600698173634
30.171467079802884,0.6653708999705998,0.1357610632965562,0.9801159529522652,0.21464496879699674,0.6555813777267957,0.962030870413122,0.09526125515951946,0.9605470751418566
28.429462599658105,0.5615580577505765,0.213056977599115,0.9539878043220295,0.2951506923936597,0.5491277815900708,0.9213546233913105,0.1580454562030887,0.9167420031849255
28.208469623267774,0.39081460548955255,0.3221865731266773,0.8928841329896196,0.39248520265972847,0.382116911213865,0.8746545904434833,0.24334514807086732,0.8437369350335708
29.445475154750277,0.8897900990028799,0.22206820649514128,0.9589169547199242,0.19388162650923615,0.892951445076566,0.9290033009584123,0.13902233010291726,0.919811371682641
29.360893157064226,0.850508792411248,0.3155604318561026,0.9248746882589264,0.2571940248195449,0.8559255357137587,0.8798266372944774,0.18477549435676757,0.8579082178324826
29.495236484959307,0.8309260629112563,0.36141851026489086,0.9026199766867508,0.28801313995633654,0.8376485427778552,0.8518952007009513,0.20850911911150596,0.8176720497401678
29.433877157099168,0.8118254193322691,0.41981400504879207,0.8728041949323339,0.3206538415338006,0.8199710310070976,0.8206282435218226,0.23232924540778419,0.764123098427709
27.886707891188138,0.7603215582169582,0.5131106978395813,0.826567460949904,0.4545729316336085,0.7771676501800617,0.696377049980189,0.32093877001654825,0.6630633415762548
100,0.9999999999999992,0.0,1.0,0.0,1.0,1.0,0.0,1.0
29.361580810013606,0.722871967185018,0.20675520642457657,0.9641682863147837,0.17600944215547973,0.7272660638685364,0.9555399714784423,0.40792157134984,0.9197800505051315
29.162964938050266,0.5935769768878082,0.34127808646682434,0.9042819232744745,0.24498089965870426,0.6022117922098457,0.9095111742178755,0.5371513594271046,0.8567461273181279
27.851344043204186,0.49093750189585167,0.4452539533316792,0.8132426357286641,0.3997879804101196,0.5024813766751764,0.7479092142356716,0.6158189918354261,0.6655026519844104
27.868975795450464,0.3965034377875039,0.5454937595746085,0.6923641644128777,0.658646984767145,0.41619506115540034,0.46994772083052794,0.6345836568216379,0.5348649068440835
43.423604240339145,0.9785845196038354,0.012359069729327382,0.9983525788012438,0.05279567886342691,0.9779700980171491,0.9968243971817058,0.016691469038562737,0.996234189620119
38.42578063904186,0.9491260192560733,0.06128079524166141,0.9923469356876299,0.09810547230126902,0.9490534117417321,0.9895069675282784,0.05315260222999327,0.9823978189343039
36.3008813516429,0.9251582724212034,0.09961769854295228,0.9844080036507145,0.1271250248911079,0.9260085683276307,0.9826320925994658,0.08468081681767181,0.9671993511705835
32.96567814364368,0.8344215188168879,0.28411258032427905,0.9379053743535698,0.236384790337562,0.8421713867536792,0.9457510394564588,0.20307770104862202,0.8976511575526851
31.11160526116076,0.7080655999695961,0.5233224375331483,0.8115215788775022,0.37890114670458497,0.7278177940378343,0.8543691588979123,0.36359353143486156,0.7620547248316968
35.19419434399368,0.9140328960690511,0.07089034469728872,0.982620775583144,0.11640387391152333,0.9134817130686387,0.988055645171222,0.11141418688258037,0.9809398341559685
34.804896309327404,0.9053307690413099,0.08493716325262399,0.9795502697485776,0.12729508758014701,0.904376635647224,0.9853366097455,0.12000629804451228,0.9757721605615491
33.77265381419726,0.8766296303600546,0.14950490880078668,0.9696960037830569,0.15723331403748492,0.8771655510981586,0.9760870932096308,0.15117811255064323,0.9585241332879657
30.269851585726318,0.7165453687640103,0.4342092084686772,0.8685777102257528,0.31735590806752245,0.7270849027088008,0.8884885607693475,0.36245204061621755,0.7806464626899033
29.16323445606983,0.6275912190790225,0.5953365823456169,0.7592991741912889,0.43046241021846965,0.6464943898191285,0.7999409951110596,0.5118378046117459,0.6038440812541898
31.202850492244032,0.6324805272918058,0.13137649011069558,0.9842062621372738,0.17420453921252416,0.6158225551712504,0.9671020116087731,0.11629666341677171,0.9671462227568558
29.88660276280371,0.48037875223775434,0.2104715772126024,0.9693185454114095,0.2328816582330328,0.46037816643907215,0.9408983947585977,0.19446568080173254,0.9403357224015796
29.36884187188636,0.39169199712641867,0.23587829178740444,0.9540822193503197,0.27527286656964417,0.3711131996629664,0.9178296428672937,0.2553448249853213,0.9140305299169091
28.877506821867236,0.2900260095019155,0.3128514293908899,0.9264684462151073,0.3347040629196235,0.2685531718436885,0.8811090853335725,0.34109522192213054,0.869345258043209
28.407425126496047,0.17569238448043914,0.38056465435805453,0.8650718462051816,0.4288599560709253,0.15506012788937065,0.8116725596315766,0.4636942137370526,0.7854450167418642
34.33354957881547,0.8106676738104561,0.059198566853245864,0.9947006539249417,0.10297896511073182,0.8010637648293382,0.9890048950799681,0.05606620298911249,0.9895833032682099
